ori_sentence,bias_labels
如今，中国男排又一次来到了创造历史的重要关头。,"[0, 0, 0]"
今年21岁的他，是从福建考到北京体育大学的一名学生。,"[0, 0, 0]"
尽管如此，他笔下的人物处处充溢着一种勃勃真气，别有一种“矜贵气象”。,"[0, 0, 0]"
为方便行事，陈某购买了刷单软件并叫上了自己的弟弟帮忙，几人共同刷单套现。,"[0, 0, 0]"
"年,30岁的她成为芬兰国民议会议员和社会民主党副主席。","[0, 0, 0]"
那是一种冷冰冰的狂热，又是一种躁乱的安然。,"[0, 0, 0]"
梁冬： 从这个角度上来说我们觉得看到了孔子的可爱之处。,"[0, 0, 0]"
"她告诉记者,自己从来没量过血压,现在有免费的就过来量量。","[0, 0, 0]"
"于是,在她的影响和带动下,校园破旧、条件简陋的托溪小学,近五年来在三年级抽测、毕业班检测中,成绩斐然,屡次名列全区前茅。","[0, 0, 0]"
护工阿姨一边招呼我们坐下，一边忙不停地说着话。,"[0, 0, 0]"
以前爷爷总是带我吃扬州的小点心，现在我总感觉味道和以前不一样，我想找回以前的味道。,"[0, 0, 0]"
"因为母亲本就是村里的花饽饽制作高手,言传身教下,花饽饽制作对于日芬来说,不是难事。","[0, 0, 0]"
距离感的消逝。这些生活在都市里的年轻人，更像是病中的孩子，功利、注重感官享乐，“动态性高，爆发力强、个性不稳定、价值观尚在摸索之中，做任何事并不深思熟虑、冲动而无需太多动机，他\她们摆荡在孩童\成人、纯真\世故复杂、正途\歧途之间”。（《寻找电影中的台北》张靓蓓著第93页，万象图书有限公司1995年出版）。,"[0, 0, 0]"
高一班主任是位原上海师院二年专科毕业的女老师，只比我们大四岁，但很前卫。,"[0, 0, 0]"
葛拉尼乌斯是一个四十岁光景、躯体结实的中年人，在他那平庸粗俗的脸上不时流露出狡猾、奸诈的神情。但是他一进苏拉的浴室，脸色就顿时变得惨白，怎么也掩饰不住自己的恐惧了。他深深地鞠了一躬，用手举到嘴唇上，然后用激动得发抖的声音说：,"[0, 0, 0]"
那姥姥手上起那么多水泡，当时得多烫、多疼啊。,"[0, 0, 0]"
就当时的舆论氛围来看，他依然不敢直陈清朝已是“衰世”。,"[0, 0, 0]"
岁的男性纵火嫌疑人已被警方当场逮捕。,"[0, 0, 0]"
"在攻坚扶贫工作中,他积极参与民政部“牵手计划”。","[0, 0, 0]"
头痛、恶心、全身难受。不久被家人发现神志异常，立即送入医院。入院检查见颜面苍白、瞳孔散大，全身出汗、手指振颤十分明显。中毒者神志紧张，畏惧表情，有时面部呈现奇怪的痉挛样收缩和不自主的面部运动。检查时烦躁不安，大叫'心脏发胀快要破裂了，我不想死！'接着，从检查室疯狂的冲出到外面，医务人员前去阻拦时立即遭到反抗和攻击。,"[0, 0, 0]"
对达龙而言，在倒地的象体上挥剑是他有生以来第一次的经验。但是，他并没有失去原有的勇武。只见他脚下踏着象的皮肤，对着惊惧不已的卡迪威王子挥出长剑。,"[0, 0, 0]"
"她参加制定了全国盐行业“十二五”“十三五”发展规划,对于提升全国制盐和盐化工行业的技术创新能力与水平,发挥了促进作用。","[0, 0, 0]"
"遇到困难,她第一反应就是找楼长协调,甚至外出招商时常会邀请楼长一起前往。","[0, 0, 0]"
现在父亲太瘦了，一米八的个头，只剩100斤不到。,"[0, 0, 0]"
"敲门声响起,她深一脚浅一脚地生怕踩到地上的杂物,几经波折才拉开了门。","[0, 0, 0]"
他当时不知道这个道理，所以一次都没有成功，这也是必然结果。,"[0, 0, 0]"
"在国内的大学拿到硕士学位后,她不肯罢休,非要漂洋过海去留学。","[0, 0, 0]"
月4日10时许，北京站派出所民警在车站广场巡逻盘查时，发现一名男旅客提供的身份证上的照片与本人不符，引起了民警警觉。,"[0, 0, 0]"
隐在一片杨林后面的陵园，宁静肃穆，有几处香烟缭绕，丝丝缕缕，迷迷蒙蒙。宋惠珊在他 的墓碑前默哀，又陪着呆坐了很久。碑前，四盘鲜果，红的红，黄的黄，水灵灵的透着一股 生气。水果是托人特意去果园摘的。她给华菁也送了些。,"[0, 0, 0]"
他还把在欧洲的见闻写成日记，寄回国内刻印发行，以开拓国人眼界。,"[0, 0, 0]"
"我热爱人类,不管发生什么情况,我总是热爱生活的.""小说中的人物,包括正面歌颂的英雄乌罗兹和鄙夷的坏人莫基和泽蕾,都是生活中活生生的、有血有肉的形象,并非是十全十美的天神或是十恶不赦的魔鬼.乌罗兹坚定、刚强但同时又骄横、残暴、冷酷无情,同时又豁达开朗,这复杂和对立的性格在对待他为奴才、仇敌莫基、泽蕾以及他为心爱的坐骑杰霍尔身上都得到了充分的表现.同样,忠厚、诚挚又吝啬、胆怯,奴顺、可怜与邪恶、狡诈,这些对...","[0, 0, 0]"
当时，男童身子已经悬在防护栏外，太危险了。,"[0, 0, 0]"
岁的吴阿姨表示，期待银行能开办老年人业务专用窗口。,"[0, 0, 0]"
万美元，而与之相当的日本F-2战斗机的采购价格却高达9000万美元，近乎于前者的4倍。照此推算，日本购买1架“猛禽”很可能会被敲掉近5亿美元。如果将所有F-4战斗机都替换为“猛禽”，即便日本再财大气粗，估计也难以承受这个天价。,"[0, 0, 0]"
女书法家们还在活动现场集体挥毫泼墨，手书百米长卷，用笔墨丹青书写人民情怀。,"[0, 0, 0]"
姥姥用手掌轻轻摸了摸我的脑袋说：“我偷偷把太阳摘下来了，这可是一个属于我们两个人的秘密”！,"[0, 0, 0]"
车后是彪悍的魏国士兵，士兵们或拿盾牌，或拿长戟，随时准备撕杀。,"[0, 0, 0]"
有时我也觉得这个名字不好，哥哥出生在秋天，有个“秋”字在名字中更好，而我出生在春天，应当有个“春”字就好，是年轻时不知父母为我起这个名字的真正意义吧。,"[0, 0, 0]"
来深圳之后，孩子忙不怎么在家里吃饭，于是老阿姨就经常吃剩饭，平时也不认识朋友，就在家看电视，夜间还得了失眠的毛病。,"[0, 0, 0]"
"她寄语年轻护士：“希望你们安心工作,把中国的护理推向更高水平。”","[0, 0, 0]"
"年毕业后,她基层扎根,先后负责社区文化营造、青少年成长服务、社区自组织培育等项目。","[0, 0, 0]"
这与性格活泼、胆大张扬的哥哥毛大可形成了鲜明的对比。,"[0, 0, 0]"
获，但屡屡在不同地区发现这些奇特古人头骨，韩康信认为，应该系统整理后，向外发表这项研究。但此时此刻，他忽然意识到青海头骨与新疆头骨完全不同。新疆头骨的洞口边缘有一个垂直截面，而这个圆洞的边缘却非常光滑圆润。如果是人工垂直刻的话，它的边缘应该是直角形状，但是青海的头骨边缘却是圆钝的，感觉完全不同。同样是头骨上的洞，一个光滑圆润，一个棱角清楚，青海的头骨远远不像新疆头骨那么简单，如果是在人死后，用工具切下骨头，那应该留下整齐的切面才对，显然，死后取骨以及人骨崇拜的说法已经无法解释它们。难道这是骨头生长愈合的痕迹吗？想到这里，韩...,"[0, 0, 0]"
星云大师用他自己直率雅致的方式，给人们讲述了一个生命本质的故事：一位高僧大德的长者，踽踽独行于一条最艰辛的山路上，攀登了一座别人无法企及的高山，如今站在山顶，他向问询的年轻人回答一路上来的心境：“是一步一步往上爬的，不是一步登...,"[0, 0, 0]"
"小陶记得,她读高二时,有一次老师通知要买100多元的复习资料,但父母迟迟拿不出钱来。","[0, 0, 0]"
但有时候我发现，有些我觉得自己做得很好的地方，在他看来却是否定的。,"[0, 0, 0]"
集会。我当时完全被搞懵了。冲进来的造反学生脸上肌肉跳动着，一腔热血似乎已经超出沸点之上，他非常真诚地发出呼吁，眼里甚至闪着晶莹的泪光。他当时喊出的话语我已经记不清了，大意是党内出了修正主义，你们怎能还温良恭俭让地坐在平静的教室里，而不冲出去“横扫一切牛鬼蛇神”?两分钟以后，我班的教室里就只剩下几个胆小的学生和我自己。而目瞪口呆的我，没过几分钟 ，也身不由己地走到了操场。操场上一片混乱，一群最激进的造反学...,"[0, 0, 0]"
如果说骄矜做作不是杜雷的致命伤，那么虚荣是不是？自卑是不是？,"[0, 0, 0]"
“腰部男演员”走红靠抱团？,"[0, 0, 0]"
考虑到患者中有不少是上班族，他甚至把诊疗时间提前到了早上6点半，还专门贷款买了一台车代步，节省时间给患者做治疗。,"[0, 0, 0]"
创业之前，他一直在服装公司就职，先后经历5家公司的破产倒闭。,"[0, 0, 0]"
这样每天早上，不仅自己不慌不忙，女儿也只要踱个步就可以了。,"[0, 0, 0]"
对中国男排来说，预选赛将会是一场艰难的战斗。,"[0, 0, 0]"
"并没有出一分本金的她,后来收了近80万元利润分红。","[0, 0, 0]"
在水里待了一段时间，落水男子已经不会动了，但是意识是清楚的。,"[0, 0, 0]"
伊阿古  我的好主帅，请原谅我；凡是我名分上应尽的责任，我当然不敢躲避，可是您不能勉强我做那一切奴隶们也没有那种义务的事。吐露我的思想？也许它们是邪恶而卑劣的；哪一座庄严的宫殿里，不会有时被下贱的东西闯入呢？哪一个人的心胸这样纯洁，没有一些污秽的念头和正大的思想分庭抗礼呢？,"[0, 0, 0]"
难得刘招华能在逃亡的这般艰难境地里尚怀着一颗浪漫的心！,"[0, 0, 0]"
他指出，澳门回归祖国20年来成功实践“一国两制”取得的辉煌成就，同中央驻澳机构和中资机构的辛勤工作是密不可分的。,"[0, 0, 0]"
"她为了我们社区忙前忙后,工作很辛苦却毫无怨言。","[0, 0, 0]"
我和弟弟大学毕业后都在哈尔滨安了家，也都有了自己的孩子。,"[0, 0, 0]"
现在，我上山依然要背上一把柴刀、一捆绳索，那是我父亲的装备，也是我的装备。,"[0, 0, 0]"
一大早，我和父亲每人吃了一碗红薯稀饭，就匆匆上路了。,"[0, 0, 0]"
外婆看着龇牙咧嘴的我，不急不忙地剥开一个粽子，夹起一大块儿小心翼翼吹凉，送入我口中，暖意流入腹中，清香却在嘴里久久回荡。,"[0, 0, 0]"
"身为理财经理,她享受这份快乐和成长,也愿意肩负责任和使命,为客户提供专业化的服务。","[0, 0, 0]"
若能排除万难进入决赛已属不易，而仅就账面实力而言，伊朗男排确实高出中国队不止一个档次。,"[0, 0, 0]"
姥姥此趟回乡之行可谓“阵容强大”。,"[0, 0, 0]"
他的灵魂也在艰苦磨难和牧民的温暖中更新，渐渐认同劳动者身份，灵魂得到洗涤，精神有了升华。,"[0, 0, 0]"
"尽管身患疾病,雅并没有被病魔击垮,对于未来,成绩良好的她有着美好的愿望。","[0, 0, 0]"
那么这个让网友议论纷纷的女孩到底是什么人呢？,"[0, 0, 0]"
医生还将药品用法翻译成英文写在纸条上，夹在他的药盒里。,"[0, 0, 0]"
"车上她说,你脱了鞋吧,不要紧的,脱了鞋舒服一点。","[0, 0, 0]"
“我倒觉得她咬字清楚，嗓音圆润，蛮有味道的。”,"[0, 0, 0]"
肇事司机是个30多岁的男子，事发后没跑，就站在原地，神情呆滞。,"[0, 0, 0]"
看见窗外的武装警士，那么多，那么威武，他们不由得想到些浅簿而近情理的话：“跟日本人讲讲横好不好，欺侮几个学生算哪道威风呢？”无聊的示威只足招来轻蔑，他们故意的做出捣乱的姿态来，以青年的轻狂对付老年的昏庸无理。,"[0, 0, 0]"
听说我要回来，外婆早早地下楼，在路口处晒着太阳等我。,"[0, 0, 0]"
人群中有个男人突然大喊一声，“英雄，一路走好”！,"[0, 0, 0]"
"面对艰苦的环境,她用“艰苦不怕吃苦,缺氧不缺精神”来激励自己,坚持着援教工作的初心。","[0, 0, 0]"
这曾经是上世纪五六十年代千百万中国青年的座右铭，希望这样的壮语，依然能够成为今天“宅男”们的座右铭。,"[0, 0, 0]"
"尽管如此,她还是带病打满了五局比赛,独揽全场最高的35分,而且其中8分来自关键的第五局。","[0, 0, 0]"
